,state,positive,negative,totalTestResults,hospitalizedCumulative,recovered,death,hospitalized,total,date_new,state_full,Lat,Long
213,SD,20097.0,161564.0,181661.0,1375.0,16596.0,210.0,1375.0,181661,2020-09-24,South Dakota,44.299782,-99.438828
214,TN,187544.0,2541844.0,2729388.0,8413.0,171153.0,2310.0,8413.0,2729388,2020-09-24,Tennessee,35.747845,-86.692345
215,TX,723919.0,5136914.0,5860833.0,,642169.0,15267.0,,5860833,2020-09-24,Texas,31.054487,-97.563461
216,UT,67119.0,717856.0,784975.0,3619.0,52860.0,444.0,3619.0,784975,2020-09-24,Utah,40.150032,-111.862434
217,VA,143492.0,1816517.0,1952965.0,18081.0,17099.0,3113.0,18081.0,1960367,2020-09-24,Virginia,37.769337,-78.169968
218,VI,1290.0,18534.0,19824.0,,1208.0,19.0,,19835,2020-09-24,Virgin Islands,18.04,-64.84
219,VT,1724.0,156465.0,158189.0,,1566.0,58.0,,158189,2020-09-24,Vermont,44.045876,-72.710686
220,WA,83702.0,1659594.0,1743296.0,7349.0,,2081.0,7349.0,1743296,2020-09-24,Washington,47.400902,-121.490494
221,WI,114700.0,1371070.0,1485770.0,6897.0,90726.0,1275.0,6897.0,1485978,2020-09-24,Wisconsin,44.268543,-89.616508
222,WV,14706.0,514319.0,529025.0,,10831.0,325.0,,529025,2020-09-24,West Virginia,38.491226,-80.954453
223,WY,5305.0,91335.0,96640.0,255.0,4364.0,50.0,255.0,96640,2020-09-24,Wyoming,42.755966,-107.30249
224,AK,7941.0,425257.0,433198.0,,2731.0,45.0,,433198,2020-09-23,Alaska,61.370716,-152.404419
225,AL,147153.0,938451.0,1070903.0,16698.0,64583.0,2488.0,16698.0,1085604,2020-09-23,Alabama,32.806671,-86.79113
226,AR,77963.0,831301.0,906947.0,5098.0,69952.0,1229.0,5098.0,909264,2020-09-23,Arkansas,34.969704,-92.373123
227,AS,0.0,1571.0,1571.0,,,0.0,,1571,2020-09-23,American Samoa,-14.2,-170.69
228,AZ,215284.0,1194582.0,1405502.0,21925.0,34227.0,5525.0,21925.0,1409866,2020-09-23,Arizona,33.729759,-111.431221
229,CA,787470.0,13091953.0,13879423.0,,,15204.0,,13879423,2020-09-23,California,36.116203,-119.681564
230,CO,66053.0,779058.0,1232288.0,7416.0,6332.0,1926.0,7416.0,845111,2020-09-23,Colorado,39.059811,-105.311104
231,CT,56315.0,1433583.0,1489898.0,11447.0,9204.0,4497.0,11447.0,1489898,2020-09-23,Connecticut,41.597782,-72.755371
232,DC,15050.0,348398.0,363448.0,,11929.0,621.0,,363448,2020-09-23,District of Columbia,38.897438,-77.026817
233,DE,19830.0,256214.0,276044.0,,10443.0,629.0,,276044,2020-09-23,Delaware,39.318523,-75.507141
234,FL,690499.0,4465481.0,5155980.0,43433.0,,13782.0,43433.0,5159945,2020-09-23,Florida,27.766279,-81.686783
235,GA,309678.0,2493537.0,2803215.0,27749.0,,6773.0,27749.0,2803215,2020-09-23,Georgia,33.040619,-83.643074
236,GU,2235.0,45016.0,47251.0,,1543.0,37.0,,47251,2020-09-23,Guam,13.45,144.78
237,HI,11522.0,272547.0,284069.0,749.0,4992.0,120.0,749.0,284069,2020-09-23,Hawaii,21.094318,-157.498337
238,IA,79923.0,651930.0,731853.0,,60350.0,1294.0,,731853,2020-09-23,Iowa,42.011539,-93.210526
239,ID,38347.0,257054.0,292159.0,1740.0,20674.0,451.0,1740.0,295401,2020-09-23,Idaho,44.240459,-114.478828
240,IL,281312.0,4952493.0,5233805.0,,,8744.0,,5233805,2020-09-23,Illinois,40.349457,-88.986137
241,IN,113337.0,1209482.0,1322819.0,12312.0,90069.0,3530.0,12312.0,1322819,2020-09-23,Indiana,39.849426,-86.258278
242,KS,55226.0,437055.0,492281.0,2766.0,2008.0,621.0,2766.0,492281,2020-09-23,Kansas,38.5266,-96.726486
243,KY,63517.0,1160625.0,1216779.0,5095.0,11480.0,1124.0,5095.0,1224142,2020-09-23,Kentucky,37.66814,-84.670067
244,LA,163869.0,2056140.0,2220009.0,,149640.0,5407.0,,2220009,2020-09-23,Louisiana,31.169546,-91.867805
245,MA,128512.0,1999432.0,3557548.0,12592.0,111479.0,9347.0,12592.0,2127944,2020-09-23,Massachusetts,42.230171,-71.530106
246,MD,121297.0,1430808.0,1552105.0,15268.0,7396.0,3902.0,15268.0,1552105,2020-09-23,Maryland,39.063946,-76.802101
247,ME,5171.0,380864.0,386035.0,441.0,4445.0,140.0,441.0,386035,2020-09-23,Maine,44.693947,-69.381927
248,MI,131259.0,3293848.0,3425107.0,,90216.0,7013.0,,3425107,2020-09-23,Michigan,43.326618,-84.536095
249,MN,92100.0,1231851.0,1873867.0,7303.0,83507.0,2037.0,7303.0,1323951,2020-09-23,Minnesota,45.694454,-93.900192
250,MO,116946.0,1127617.0,1244563.0,,,1947.0,,1244563,2020-09-23,Missouri,38.456085,-92.288368
251,MP,69.0,14776.0,14845.0,4.0,29.0,2.0,4.0,14845,2020-09-23,Northern Mariana Islands,15.09,145.67
252,MS,94573.0,622138.0,716711.0,5607.0,85327.0,2870.0,5607.0,716711,2020-09-23,Mississippi,32.741646,-89.678696
253,MT,10912.0,306248.0,317160.0,601.0,8510.0,165.0,601.0,317160,2020-09-23,Montana,46.921925,-110.454353
254,NC,196501.0,2645926.0,2842427.0,,176422.0,3316.0,,2842427,2020-09-23,North Carolina,35.630066,-79.806419
255,ND,18981.0,212871.0,575479.0,763.0,15476.0,156.0,763.0,231852,2020-09-23,North Dakota,47.528912,-99.784012
256,NE,41785.0,389317.0,431102.0,2214.0,31212.0,461.0,2214.0,431102,2020-09-23,Nebraska,41.12537,-98.268082
257,NH,8007.0,236482.0,413391.0,728.0,7303.0,438.0,728.0,244489,2020-09-23,New Hampshire,43.452492,-71.563896
258,NJ,200988.0,3221759.0,3422747.0,23215.0,34729.0,16082.0,23215.0,3422747,2020-09-23,New Jersey,40.298904,-74.521011
259,NM,27790.0,844541.0,872331.0,3371.0,15586.0,854.0,3371.0,872331,2020-09-23,New Mexico,34.840515,-106.248482
260,NV,76807.0,595117.0,671924.0,,2059.0,1556.0,,671924,2020-09-23,Nevada,38.313515,-117.055374
261,NY,451892.0,9683800.0,10135692.0,89995.0,76306.0,25437.0,89995.0,10135692,2020-09-23,New York,42.165726,-74.948051
262,OH,146753.0,2784446.0,2931199.0,14977.0,126023.0,4687.0,14977.0,2931199,2020-09-23,Ohio,40.388783,-82.764915
263,OK,80161.0,1034165.0,1114326.0,6057.0,66779.0,970.0,6057.0,1120393,2020-09-23,Oklahoma,35.565342,-96.928917
264,OR,31503.0,614622.0,646125.0,2438.0,5475.0,538.0,2438.0,646125,2020-09-23,Oregon,44.572021,-122.070938
265,PA,152544.0,1790412.0,1942956.0,,123560.0,8062.0,,1942956,2020-09-23,Pennsylvania,40.590752,-77.209755
266,PR,42660.0,305972.0,348632.0,,,617.0,,348632,2020-09-23,Puerto Rico,18.22,-66.3
267,RI,24177.0,300943.0,706578.0,2713.0,2275.0,1102.0,2713.0,325120,2020-09-23,Rhode Island,41.680893,-71.51178
268,SC,141686.0,1048898.0,1190584.0,8906.0,67491.0,3262.0,8906.0,1190584,2020-09-23,South Carolina,33.856892,-80.945007
269,SD,19634.0,160498.0,180132.0,1367.0,16324.0,202.0,1367.0,180132,2020-09-23,South Dakota,44.299782,-99.438828
270,TN,186709.0,2526634.0,2713343.0,8338.0,169649.0,2275.0,8338.0,2713343,2020-09-23,Tennessee,35.747845,-86.692345
271,TX,719599.0,5021075.0,5740674.0,,618054.0,15129.0,,5740674,2020-09-23,Texas,31.054487,-97.563461
272,UT,65921.0,709937.0,775858.0,3584.0,52357.0,444.0,3584.0,775858,2020-09-23,Utah,40.150032,-111.862434
273,VA,142590.0,1786980.0,1922606.0,17954.0,17038.0,3089.0,17954.0,1929868,2020-09-23,Virginia,37.769337,-78.169968
274,VI,1278.0,18340.0,19618.0,,1198.0,19.0,,19625,2020-09-23,Virgin Islands,18.04,-64.84
275,VT,1722.0,155541.0,157263.0,,1565.0,58.0,,157263,2020-09-23,Vermont,44.045876,-72.710686
276,WA,83193.0,1657706.0,1740899.0,7314.0,,2070.0,7314.0,1740899,2020-09-23,Washington,47.400902,-121.490494
277,WI,112222.0,1360183.0,1472405.0,6821.0,89393.0,1268.0,6821.0,1472603,2020-09-23,Wisconsin,44.268543,-89.616508
278,WV,14504.0,511076.0,525580.0,,10721.0,319.0,,525580,2020-09-23,West Virginia,38.491226,-80.954453
279,WY,5169.0,89824.0,94993.0,253.0,4277.0,50.0,253.0,94993,2020-09-23,Wyoming,42.755966,-107.30249
280,AK,7886.0,423305.0,431191.0,,2668.0,45.0,,431191,2020-09-22,Alaska,61.370716,-152.404419
281,AL,146584.0,933565.0,1065553.0,16604.0,61232.0,2457.0,16604.0,1080149,2020-09-22,Alabama,32.806671,-86.79113
282,AR,76981.0,823225.0,897997.0,5055.0,69184.0,1209.0,5055.0,900206,2020-09-22,Arkansas,34.969704,-92.373123
283,AS,0.0,1571.0,1571.0,,,0.0,,1571,2020-09-22,American Samoa,-14.2,-170.69
284,AZ,214846.0,1185808.0,1396418.0,21900.0,34053.0,5498.0,21900.0,1400654,2020-09-22,Arizona,33.729759,-111.431221
285,CA,784324.0,13019731.0,13804055.0,,,15071.0,,13804055,2020-09-22,California,36.116203,-119.681564
286,CO,65399.0,773485.0,1219137.0,7373.0,6306.0,1914.0,7373.0,838884,2020-09-22,Colorado,39.059811,-105.311104
287,CT,56160.0,1423664.0,1479824.0,11447.0,9204.0,4496.0,11447.0,1479824,2020-09-22,Connecticut,41.597782,-72.755371
288,DC,15021.0,346612.0,361633.0,,11886.0,621.0,,361633,2020-09-22,District of Columbia,38.897438,-77.026817
289,DE,19761.0,255076.0,274837.0,,10411.0,628.0,,274837,2020-09-22,Delaware,39.318523,-75.507141
290,FL,687909.0,4444433.0,5132342.0,43261.0,,13579.0,43261.0,5136292,2020-09-22,Florida,27.766279,-81.686783
291,GA,308221.0,2475206.0,2783427.0,27490.0,,6677.0,27490.0,2783427,2020-09-22,Georgia,33.040619,-83.643074
292,GU,2190.0,44638.0,46828.0,,1507.0,37.0,,46828,2020-09-22,Guam,13.45,144.78
293,HI,11459.0,271121.0,282580.0,735.0,4888.0,120.0,735.0,282580,2020-09-22,Hawaii,21.094318,-157.498337
294,IA,78887.0,646195.0,725082.0,,59216.0,1286.0,,725082,2020-09-22,Iowa,42.011539,-93.210526
295,ID,37901.0,256170.0,290911.0,1726.0,20485.0,447.0,1726.0,294071,2020-09-22,Idaho,44.240459,-114.478828
296,IL,279464.0,4907950.0,5187414.0,,,8722.0,,5187414,2020-09-22,Illinois,40.349457,-88.986137
297,IN,112626.0,1202814.0,1315440.0,12265.0,89072.0,3520.0,12265.0,1315440,2020-09-22,Indiana,39.849426,-86.258278
298,KS,53959.0,430732.0,484691.0,2706.0,1970.0,600.0,2706.0,484691,2020-09-22,Kansas,38.5266,-96.726486
299,KY,62731.0,1012889.0,1068466.0,5075.0,11361.0,1119.0,5075.0,1075620,2020-09-22,Kentucky,37.66814,-84.670067
300,LA,163253.0,2043721.0,2206974.0,,145570.0,5386.0,,2206974,2020-09-22,Louisiana,31.169546,-91.867805
301,MA,127969.0,1979312.0,3476679.0,12571.0,109397.0,9328.0,12571.0,2107281,2020-09-22,Massachusetts,42.230171,-71.530106
302,MD,120912.0,1423102.0,1544014.0,15237.0,7394.0,3895.0,15237.0,1544014,2020-09-22,Maryland,39.063946,-76.802101
303,ME,5146.0,370286.0,375432.0,442.0,4407.0,140.0,442.0,375432,2020-09-22,Maine,44.693947,-69.381927
304,MI,130357.0,3260521.0,3390878.0,,90216.0,6997.0,,3390878,2020-09-22,Michigan,43.326618,-84.536095
305,MN,91422.0,1226011.0,1863694.0,7253.0,82833.0,2031.0,7253.0,1317433,2020-09-22,Minnesota,45.694454,-93.900192
306,MO,115366.0,1126383.0,1241749.0,,,1864.0,,1241749,2020-09-22,Missouri,38.456085,-92.288368
307,MP,69.0,14316.0,14385.0,4.0,29.0,2.0,4.0,14385,2020-09-22,Northern Mariana Islands,15.09,145.67
308,MS,94021.0,618480.0,712501.0,5607.0,85327.0,2846.0,5607.0,712501,2020-09-22,Mississippi,32.741646,-89.678696
309,MT,10700.0,303309.0,314009.0,584.0,7937.0,163.0,584.0,314009,2020-09-22,Montana,46.921925,-110.454353
310,NC,195549.0,2629380.0,2824929.0,,176422.0,3286.0,,2824929,2020-09-22,North Carolina,35.630066,-79.806419
311,ND,18508.0,211562.0,568540.0,752.0,15220.0,156.0,752.0,230070,2020-09-22,North Dakota,47.528912,-99.784012
312,NE,41388.0,386658.0,428046.0,2208.0,31047.0,452.0,2208.0,428046,2020-09-22,Nebraska,41.12537,-98.268082
313,NH,7990.0,235537.0,410466.0,727.0,7259.0,438.0,727.0,243527,2020-09-22,New Hampshire,43.452492,-71.563896
314,NJ,200580.0,3197069.0,3397649.0,23170.0,34697.0,16076.0,23170.0,3397649,2020-09-22,New Jersey,40.298904,-74.521011
315,NM,27683.0,839000.0,866683.0,3358.0,15518.0,851.0,3358.0,866683,2020-09-22,New Mexico,34.840515,-106.248482
316,NV,76298.0,592776.0,669074.0,,2052.0,1546.0,,669074,2020-09-22,Nevada,38.313515,-117.055374
317,NY,451227.0,9613535.0,10064762.0,89995.0,76246.0,25432.0,89995.0,10064762,2020-09-22,New York,42.165726,-74.948051
318,OH,145850.0,2742937.0,2888787.0,14899.0,124774.0,4635.0,14899.0,2888787,2020-09-22,Ohio,40.388783,-82.764915
319,OK,79072.0,1022767.0,1101839.0,5996.0,65482.0,962.0,5996.0,1105375,2020-09-22,Oklahoma,35.565342,-96.928917
320,OR,31313.0,611268.0,642581.0,2419.0,5431.0,532.0,2419.0,642581,2020-09-22,Oregon,44.572021,-122.070938
321,PA,151646.0,1777916.0,1929562.0,,122833.0,8023.0,,1929562,2020-09-22,Pennsylvania,40.590752,-77.209755
322,PR,42596.0,305972.0,348568.0,,,613.0,,348568,2020-09-22,Puerto Rico,18.22,-66.3
323,RI,24044.0,298347.0,696808.0,2704.0,2272.0,1099.0,2704.0,322391,2020-09-22,Rhode Island,41.680893,-71.51178
324,SC,140789.0,1031695.0,1172484.0,8851.0,68748.0,3243.0,8851.0,1172484,2020-09-22,South Carolina,33.856892,-80.945007
325,SD,19189.0,159157.0,178346.0,1323.0,16170.0,202.0,1323.0,178346,2020-09-22,South Dakota,44.299782,-99.438828
326,TN,185148.0,2506256.0,2691404.0,8263.0,167778.0,2261.0,8263.0,2691404,2020-09-22,Tennessee,35.747845,-86.692345
327,TX,716207.0,4951525.0,5667732.0,,613896.0,14994.0,,5667732,2020-09-22,Texas,31.054487,-97.563461
328,UT,65044.0,703915.0,768959.0,3550.0,51945.0,443.0,3550.0,768959,2020-09-22,Utah,40.150032,-111.862434
329,VA,142010.0,1776479.0,1911580.0,17919.0,16979.0,3060.0,17919.0,1918797,2020-09-22,Virginia,37.769337,-78.169968
330,VI,1276.0,18188.0,19464.0,,1195.0,19.0,,19479,2020-09-22,Virgin Islands,18.04,-64.84
331,VT,1721.0,155620.0,157341.0,,1557.0,58.0,,157341,2020-09-22,Vermont,44.045876,-72.710686
332,WA,83193.0,1657706.0,1740899.0,7314.0,,2070.0,7314.0,1740899,2020-09-22,Washington,47.400902,-121.490494
333,WI,110327.0,1348492.0,1458819.0,6765.0,88131.0,1259.0,6765.0,1459009,2020-09-22,Wisconsin,44.268543,-89.616508
334,WV,14384.0,508285.0,522669.0,,10524.0,317.0,,522669,2020-09-22,West Virginia,38.491226,-80.954453
335,WY,5016.0,89824.0,94840.0,253.0,4230.0,49.0,253.0,94840,2020-09-22,Wyoming,42.755966,-107.30249
336,AK,7838.0,420807.0,428645.0,,2439.0,45.0,,428645,2020-09-21,Alaska,61.370716,-152.404419
337,AL,145780.0,928112.0,1059517.0,16487.0,61232.0,2439.0,16487.0,1073892,2020-09-21,Alabama,32.806671,-86.79113
338,AR,76364.0,817238.0,891524.0,4986.0,66934.0,1197.0,4986.0,893602,2020-09-21,Arkansas,34.969704,-92.373123
339,AS,0.0,1571.0,1571.0,,,0.0,,1571,2020-09-21,American Samoa,-14.2,-170.69
340,AZ,214251.0,1176711.0,1386627.0,21878.0,33946.0,5478.0,21878.0,1390962,2020-09-21,Arizona,33.729759,-111.431221
341,CA,781694.0,12891088.0,13672782.0,,,15018.0,,13672782,2020-09-21,California,36.116203,-119.681564
342,CO,64857.0,767852.0,1208425.0,7363.0,6291.0,1913.0,7363.0,832709,2020-09-21,Colorado,39.059811,-105.311104
343,CT,56024.0,1411742.0,1467766.0,11447.0,9204.0,4495.0,11447.0,1467766,2020-09-21,Connecticut,41.597782,-72.755371
344,DC,14978.0,342766.0,357744.0,,11856.0,621.0,,357744,2020-09-21,District of Columbia,38.897438,-77.026817
345,DE,19667.0,253546.0,273213.0,,10376.0,627.0,,273213,2020-09-21,Delaware,39.318523,-75.507141
346,FL,685439.0,4427821.0,5113260.0,43033.0,,13480.0,43033.0,5117125,2020-09-21,Florida,27.766279,-81.686783
347,GA,307339.0,2463524.0,2770863.0,27394.0,,6604.0,27394.0,2770863,2020-09-21,Georgia,33.040619,-83.643074
348,GU,2147.0,44207.0,46354.0,,1505.0,35.0,,46354,2020-09-21,Guam,13.45,144.78
349,HI,11403.0,270015.0,281418.0,730.0,4759.0,120.0,730.0,281418,2020-09-21,Hawaii,21.094318,-157.498337
350,IA,78339.0,643256.0,721595.0,,57942.0,1274.0,,721595,2020-09-21,Iowa,42.011539,-93.210526
351,ID,37491.0,254795.0,289163.0,1718.0,20304.0,443.0,1718.0,292286,2020-09-21,Idaho,44.240459,-114.478828
352,IL,277933.0,4867652.0,5145585.0,,,8693.0,,5145585,2020-09-21,Illinois,40.349457,-88.986137
353,IN,112027.0,1196618.0,1308645.0,12184.0,88173.0,3512.0,12184.0,1308645,2020-09-21,Indiana,39.849426,-86.258278
354,KS,53959.0,430732.0,484691.0,2706.0,1970.0,600.0,2706.0,484691,2020-09-21,Kansas,38.5266,-96.726486
355,KY,61917.0,1003487.0,1058483.0,5051.0,11283.0,1112.0,5051.0,1065404,2020-09-21,Kentucky,37.66814,-84.670067
356,LA,162501.0,2023291.0,2185792.0,,145570.0,5375.0,,2185792,2020-09-21,Louisiana,31.169546,-91.867805
357,MA,127796.0,1970320.0,3436161.0,12553.0,109397.0,9317.0,12553.0,2098116,2020-09-21,Massachusetts,42.230171,-71.530106
358,MD,120568.0,1417061.0,1537629.0,15171.0,7378.0,3883.0,15171.0,1537629,2020-09-21,Maryland,39.063946,-76.802101
359,ME,5106.0,370286.0,375392.0,440.0,4384.0,140.0,440.0,375392,2020-09-21,Maine,44.693947,-69.381927
360,MI,129662.0,3241005.0,3370667.0,,90216.0,6981.0,,3370667,2020-09-21,Michigan,43.326618,-84.536095
361,MN,90942.0,1221995.0,1855308.0,7199.0,82174.0,2021.0,7199.0,1312937,2020-09-21,Minnesota,45.694454,-93.900192
362,MO,114307.0,1105252.0,1219559.0,,,1807.0,,1219559,2020-09-21,Missouri,38.456085,-92.288368
363,MP,69.0,14316.0,14385.0,4.0,29.0,2.0,4.0,14385,2020-09-21,Northern Mariana Islands,15.09,145.67
364,MS,93556.0,613350.0,706906.0,5607.0,85327.0,2810.0,5607.0,706906,2020-09-21,Mississippi,32.741646,-89.678696
365,MT,10429.0,300833.0,311262.0,576.0,7876.0,160.0,576.0,311262,2020-09-21,Montana,46.921925,-110.454353
366,NC,194381.0,2623158.0,2817539.0,,176422.0,3247.0,,2817539,2020-09-21,North Carolina,35.630066,-79.806419
367,ND,18244.0,211267.0,565843.0,730.0,14841.0,151.0,730.0,229511,2020-09-21,North Dakota,47.528912,-99.784012
368,NE,41083.0,384733.0,425816.0,2194.0,30509.0,442.0,2194.0,425816,2020-09-21,Nebraska,41.12537,-98.268082
369,NH,7952.0,234290.0,407333.0,726.0,7226.0,438.0,726.0,242242,2020-09-21,New Hampshire,43.452492,-71.563896
370,NJ,200154.0,3153029.0,3353183.0,23135.0,34672.0,16069.0,23135.0,3353183,2020-09-21,New Jersey,40.298904,-74.521011
371,NM,27579.0,835320.0,862899.0,3341.0,15412.0,849.0,3341.0,862899,2020-09-21,New Mexico,34.840515,-106.248482
372,NV,76036.0,590756.0,666792.0,,2026.0,1531.0,,666792,2020-09-21,Nevada,38.313515,-117.055374
373,NY,450473.0,9530292.0,9980765.0,89995.0,76218.0,25428.0,89995.0,9980765,2020-09-21,New York,42.165726,-74.948051
374,OH,145165.0,2710996.0,2856161.0,14829.0,123423.0,4623.0,14829.0,2856161,2020-09-21,Ohio,40.388783,-82.764915
375,OK,77908.0,995697.0,1073605.0,5896.0,64941.0,948.0,5896.0,1082483,2020-09-21,Oklahoma,35.565342,-96.928917
376,OR,30995.0,607803.0,638798.0,2395.0,5431.0,529.0,2395.0,638798,2020-09-21,Oregon,44.572021,-122.070938
377,PA,150812.0,1767181.0,1917993.0,,123665.0,8004.0,,1917993,2020-09-21,Pennsylvania,40.590752,-77.209755
378,PR,42476.0,305972.0,348448.0,,,609.0,,348448,2020-09-21,Puerto Rico,18.22,-66.3
379,RI,23932.0,296634.0,690281.0,2693.0,2268.0,1097.0,2693.0,320566,2020-09-21,Rhode Island,41.680893,-71.51178
380,SC,138124.0,1005994.0,1144118.0,8779.0,51431.0,3212.0,8779.0,1144118,2020-09-21,South Carolina,33.856892,-80.945007
381,SD,18869.0,158154.0,177023.0,1297.0,15777.0,202.0,1297.0,177023,2020-09-21,South Dakota,44.299782,-99.438828
382,TN,184409.0,2494997.0,2679406.0,8199.0,166674.0,2233.0,8199.0,2679406,2020-09-21,Tennessee,35.747845,-86.692345
383,TX,698387.0,4924111.0,5622498.0,,611856.0,14917.0,,5622498,2020-09-21,Texas,31.054487,-97.563461
384,UT,64394.0,697657.0,762051.0,3520.0,51660.0,441.0,3520.0,762051,2020-09-21,Utah,40.150032,-111.862434
385,VA,141138.0,1764336.0,1898637.0,17898.0,16903.0,3021.0,17898.0,1905817,2020-09-21,Virginia,37.769337,-78.169968
386,VI,1269.0,18043.0,19312.0,,1186.0,19.0,,19314,2020-09-21,Virgin Islands,18.04,-64.84
387,VT,1719.0,155020.0,156739.0,,1557.0,58.0,,156739,2020-09-21,Vermont,44.045876,-72.710686
388,WA,82548.0,1654008.0,1736556.0,7262.0,,2037.0,7262.0,1736556,2020-09-21,Washington,47.400902,-121.490494
389,WI,108588.0,1337627.0,1446215.0,6692.0,86822.0,1252.0,6692.0,1446368,2020-09-21,Wisconsin,44.268543,-89.616508
390,WV,14171.0,505345.0,519516.0,,10317.0,312.0,,519516,2020-09-21,West Virginia,38.491226,-80.954453
391,WY,4944.0,89187.0,94131.0,247.0,4172.0,49.0,247.0,94131,2020-09-21,Wyoming,42.755966,-107.30249
392,AK,7767.0,419158.0,426925.0,,2438.0,45.0,,426925,2020-09-20,Alaska,61.370716,-152.404419
393,AL,144962.0,923366.0,1054017.0,16227.0,61232.0,2437.0,16227.0,1068328,2020-09-20,Alabama,32.806671,-86.79113
394,AR,75723.0,810294.0,883984.0,4967.0,66397.0,1181.0,4967.0,886017,2020-09-20,Arkansas,34.969704,-92.373123
395,AS,0.0,1571.0,1571.0,,,0.0,,1571,2020-09-20,American Samoa,-14.2,-170.69
396,AZ,214018.0,1169906.0,1379607.0,21876.0,33835.0,5476.0,21876.0,1383924,2020-09-20,Arizona,33.729759,-111.431221
397,CA,778400.0,12744758.0,13523158.0,,,14987.0,,13523158,2020-09-20,California,36.116203,-119.681564
398,CO,64356.0,761346.0,1195379.0,7357.0,6274.0,1913.0,7357.0,825702,2020-09-20,Colorado,39.059811,-105.311104
399,CT,55527.0,1366621.0,1422148.0,11447.0,9204.0,4492.0,11447.0,1422148,2020-09-20,Connecticut,41.597782,-72.755371
400,DC,14955.0,340189.0,355144.0,,11829.0,620.0,,355144,2020-09-20,District of Columbia,38.897438,-77.026817
401,DE,19566.0,251855.0,271421.0,,10299.0,621.0,,271421,2020-09-20,Delaware,39.318523,-75.507141
402,FL,683754.0,4411335.0,5095089.0,42939.0,,13459.0,42939.0,5098960,2020-09-20,Florida,27.766279,-81.686783
403,GA,306155.0,2444667.0,2750822.0,27377.0,,6602.0,27377.0,2750822,2020-09-20,Georgia,33.040619,-83.643074
404,GU,2117.0,43841.0,45958.0,,1450.0,34.0,,45958,2020-09-20,Guam,13.45,144.78
405,HI,11326.0,268523.0,279849.0,726.0,4622.0,120.0,726.0,279849,2020-09-20,Hawaii,21.094318,-157.498337
406,IA,77679.0,640600.0,718279.0,,57524.0,1265.0,,718279,2020-09-20,Iowa,42.011539,-93.210526
407,ID,37247.0,252681.0,286830.0,1711.0,20105.0,441.0,1711.0,289928,2020-09-20,Idaho,44.240459,-114.478828
408,IL,276456.0,4830895.0,5107351.0,,,8686.0,,5107351,2020-09-20,Illinois,40.349457,-88.986137
409,IN,111505.0,1190435.0,1301940.0,12143.0,87090.0,3506.0,12143.0,1301940,2020-09-20,Indiana,39.849426,-86.258278
410,KS,52285.0,422464.0,474749.0,2671.0,1950.0,596.0,2671.0,474749,2020-09-20,Kansas,38.5266,-96.726486
411,KY,61542.0,993670.0,1047995.0,5026.0,11237.0,1111.0,5026.0,1055212,2020-09-20,Kentucky,37.66814,-84.670067
412,LA,162258.0,2016741.0,2178999.0,,145570.0,5366.0,,2178999,2020-09-20,Louisiana,31.169546,-91.867805
413,MA,127540.0,1959741.0,3399512.0,12545.0,109397.0,9310.0,12545.0,2087281,2020-09-20,Massachusetts,42.230171,-71.530106
414,MD,120156.0,1409320.0,1529476.0,15119.0,7377.0,3879.0,15119.0,1529476,2020-09-20,Maryland,39.063946,-76.802101
415,ME,5079.0,369059.0,374138.0,439.0,4364.0,139.0,439.0,374138,2020-09-20,Maine,44.693947,-69.381927
416,MI,128087.0,3190382.0,3318469.0,,90216.0,6969.0,,3318469,2020-09-20,Michigan,43.326618,-84.536095
417,MN,90017.0,1213458.0,1838392.0,7163.0,81336.0,2017.0,7163.0,1303475,2020-09-20,Minnesota,45.694454,-93.900192
418,MO,112844.0,1099664.0,1212508.0,,,1795.0,,1212508,2020-09-20,Missouri,38.456085,-92.288368
419,MP,68.0,14316.0,14384.0,4.0,29.0,2.0,4.0,14384,2020-09-20,Northern Mariana Islands,15.09,145.67
420,MS,93364.0,609799.0,703163.0,5499.0,78971.0,2810.0,5499.0,703163,2020-09-20,Mississippi,32.741646,-89.678696
